Listing Name,Price,Room Type,Reviews,Location
Private Sunny Elegant 2BDR En Suite,129,Entire home/apt,72 reviews,"Bedford-Stuyvesant, Brooklyn"
Luxury Rental In Downtown Brooklyn,252,Entire home/apt,30 reviews,"Downtown Brooklyn, Brooklyn"
Perfect Open-plan in Clinton Hill,204,Entire home/apt,17 reviews,"Clinton Hill, Brooklyn"
Comfortable 1 Bedroom in Greenpoint,194,Entire home/apt,27 reviews,"Greenpoint, Brooklyn"
Magic in Cobble Hill!,90,Private room,44 reviews,"Brooklyn Heights, Brooklyn"
Modern Living in Trendy Brooklyn,239,Entire home/apt,31 reviews,"Boerum Hill, Brooklyn"
New York/Brooklyn whole house,452,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Master bedroom w/ private ensuite,123,Private room,5 reviews,"Greenpoint, Brooklyn"
Comfy & Quiet stay in Greenpoint!,83,Private room,107 reviews,"Greenpoint, Brooklyn"
Subletting a room in a 2 BR apt,97,Private room,2 reviews,"Kensington, Brooklyn"
Sunny Bedroom in Williamsburg Loft,123,Private room,18 reviews,"Williamsburg, Brooklyn"
Spacious Duplex in Williamsburg!,226,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Charming 1 br apt next to Promenade,226,Entire home/apt,1 review,"Brooklyn Heights, Brooklyn"
BEAUTIFUL STUDIO IN BOERUM HILL #8,226,Entire home/apt,22 reviews,"Boerum Hill, Brooklyn"
Sunny 3rd Floor BR w/Private Bath,97,Private room,18 reviews,"Kensington, Brooklyn"
Bright airy room in Brooklyn,116,Private room,10 reviews,"Prospect Heights, Brooklyn"
Place (Room),50,Private room,56 reviews,"Bedford-Stuyvesant, Brooklyn"
"Sunny, Bright and Budget Friendly",44,Private room,19 reviews,"Canarsie, Brooklyn"
Private Entrance - Garden Apartment,155,Entire home/apt,51 reviews,"Bedford-Stuyvesant, Brooklyn"
Gorgeous 2 Bath Apt Near Subway,200,Entire home/apt,5 reviews,"Greenpoint, Brooklyn"
"Private Garden Apt: 2 Bed, 2 Bath",258,Entire home/apt,10 reviews,"Greenpoint, Brooklyn"
Charming Williamsburg apartment!,168,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Williamsburg/Greenpoint Bedroom,120,Private room,10 reviews,"Williamsburg, Brooklyn"
Comfortable Room available,63,Private room,12 reviews,"Bushwick, Brooklyn"
Gorgeous Studio in Prime Park Slope,128,Entire home/apt,5 reviews,"Park Slope, Brooklyn"
The Library Loft- The Green Room,70,Private room,1 review,"Williamsburg, Brooklyn"
Private Bedroom Charming Park Slope,78,Private room,4 reviews,"Park Slope, Brooklyn"
Cozy sun-lit room in Williamsburg,62,Private room,2 reviews,"Williamsburg, Brooklyn"
The Williamsburg Special,79,Private room,32 reviews,"Williamsburg, Brooklyn"
River View Studio,167,Entire home/apt,21 reviews,"Red Hook, Brooklyn"
Colorful Artistic Williamsburg Apt,103,Entire home/apt,28 reviews,"Williamsburg, Brooklyn"
Lovely Williamsburg Studio w/Patio,161,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
Quiet central Williamsburg Loft rm,116,Private room,7 reviews,"Williamsburg, Brooklyn"
Prospect Park West Penthouse Apt,213,Entire home/apt,91 reviews,"Park Slope, Brooklyn"
Apartment - private kitchen & bath,90,Entire home/apt,27 reviews,"Bedford-Stuyvesant, Brooklyn"
Fabulous Bklyn private bedbathsuite,115,Private room,212 reviews,"Clinton Hill, Brooklyn"
Charming 1br Apt In Williamsburg!!!,161,Entire home/apt,23 reviews,"Williamsburg, Brooklyn"
Quiet One Bedroom in Park Slope,142,Entire home/apt,5 reviews,"Gowanus, Brooklyn"
Bright Two Room Studio Apartment,110,Private room,15 reviews,"Greenpoint, Brooklyn"
Park Slope/Gowanus 2BD w/city views,213,Entire home/apt,5 reviews,"Gowanus, Brooklyn"
Beautiful 3 bedroom apartment!!,130,Entire home/apt,49 reviews,"Crown Heights, Brooklyn"
Spacious and Clean Brooklyn Flat,142,Entire home/apt,15 reviews,"Bushwick, Brooklyn"
"Sunny & Cozy Room, LGBTQ Friendly",84,Private room,23 reviews,"Park Slope, Brooklyn"
"Prime Williamsburg, 1 stop to city!",207,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Location! 1b apt 10min to Manhattan,192,Entire home/apt,65 reviews,"Fort Greene, Brooklyn"
"Cozy, Trendy Room in Brooklyn Apt!",65,Private room,2 reviews,"Bedford-Stuyvesant, Brooklyn"
Modern Arty 2 bdrm apt sleeps 6,116,Entire home/apt,3 reviews,"Bedford-Stuyvesant, BROOKLYN"
Charming room in Victorian home,102,Private room,52 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful 1 Bedroom,129,Entire home/apt,14 reviews,"Prospect Heights, Brooklyn"
Entire 2br Hardwood Apt in Wburg,178,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Queen Bed with Private Bathroom,89,Private room,5 reviews,"Fort Greene, Brooklyn"
"Secure, cozy, and warm 2bd bedroom.",58,Private room,4 reviews,"Crown Heights, Brooklyn"
Beautiful Warm & Spacious 1.5BR Apt,155,Entire home/apt,36 reviews,"Crown Heights, Brooklyn"
Room in 2 Bedroom in Williamsburg,84,Private room,21 reviews,"Williamsburg, Brooklyn"
Spacious Sunny in Great Location,220,Entire home/apt,6 reviews,"Park Slope, Brooklyn"
"Fantastic, Affordable Rooftop Spot",102,Private room,65 reviews,"Bushwick, Brooklyn"
Artist's Room - Sunny Artsy Loft,94,Private room,54 reviews,"Williamsburg, Brooklyn"
Gorgeous 2BR Apt in Brownstone,291,Entire home/apt,81 reviews,"Clinton Hill, Brooklyn"
Charming Townhouse 2BD/2BTH w Patio,239,Entire home/apt,73 reviews,"Clinton Hill, Brooklyn"
"Cozy, Quiet Room",78,Private room,4 reviews,"Williamsburg, Brooklyn"
Lovely 2BR in Historic Neighborhood,103,Entire home/apt,10 reviews,"Flatbush, Brooklyn"
Classic Artist Loft Williamsburg,129,Private room,89 reviews,"Williamsburg, Brooklyn"
Modern Stay in Brownstone Brooklyn,129,Entire home/apt,29 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Room in Williamsburg Loft G,97,Private room,14 reviews,"Williamsburg, Brooklyn"
Entire Apartment (~700 sq feet),142,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Cozy Room in BK - 10ft from train,65,Private room,1 review,"Bedford-Stuyvesant, Brooklyn"
* Spacious Park Slope Duplex! *,226,Entire home/apt,5 reviews,"Gowanus, Brooklyn"
"3 BR apartment Crown Heights, BKLYN",207,Entire home/apt,50 reviews,"Crown Heights, Brooklyn"
HUGE ROOM 2 - 15 MINUTES >MANHATTAN,93,Private room,18 reviews,"Bushwick, Brooklyn"
Cute ethnic cosy private studio!,187,Entire home/apt,3 reviews,"Clinton Hill, Brooklyn"
Private Room in W'Burg 3A,116,Private room,20 reviews,"Williamsburg, Brooklyn"
Gorgeous Bushwick Loft with a View!,161,Private room,54 reviews,"Williamsburg, Brooklyn"
Industrial loft-Heart of Greenpoint,187,Private room,19 reviews,"Greenpoint, Brooklyn"
Beautiful Bedstuy Garden Apartment,141,Entire home/apt,10 reviews,"Bedford-Stuyvesant, Brooklyn"
Cozy Room With Perfect View,84,Private room,2 reviews,"Bushwick, Brooklyn"
Perfect NYC/Williamsburg Location,141,Private room,55 reviews,"Williamsburg, Brooklyn"
Charming Williamsburg 3 Bedroom,452,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
Bright Room in Williamsburg,71,Private room,1 review,"Williamsburg, Brooklyn"
SUNNY ROOM A- 15 MINUTES >MANHATTAN,101,Private room,15 reviews,"Bushwick, Brooklyn"
Large B&B Style rooms,78,Private room,45 reviews,"Bedford-Stuyvesant, Brooklyn"
Lofty Condo w/ Outdoor Space,161,Private room,5 reviews,"Prospect Heights, Brooklyn"
BROWNSTONE TWO IN BROOKLYN in NYC,97,Private room,76 reviews,"Bushwick, Brooklyn"
Brooklyn Budget Williamsburg NYC 2,65,Private room,60 reviews,"Williamsburg, Brooklyn"
Private Custom Studio w/ Spa Shower,76,Entire home/apt,13 reviews,"Lefferts Garden, Brooklyn"
Private Room B in Lux Loft (3B),129,Private room,13 reviews,"Williamsburg, Brooklyn"
1 BR in beautiful modern apt,123,Private room,3 reviews,"Crown Heights, Brooklyn"
Private Retreat in Carroll Gardens,510,Entire home/apt,9 reviews,"Red Hook, Brooklyn"
Lofty 71 m² Apt + Private Garden,233,Entire home/apt,36 reviews,"Gowanus, Brooklyn"
Spacious bright Williamsburg 1 BR,194,Entire home/apt,21 reviews,"Williamsburg, Brooklyn"
Large apartment w/ Parking,115,Entire home/apt,39 reviews,"Bushwick, Brooklyn"
Superb 3BD/2Baths Duplex in Bedstuy,314,Entire home/apt,14 reviews,"Bedford-Stuyvesant, New York"
Chic 1 Bedroom - Prospect Park,187,Entire home/apt,26 reviews,"Windsor Terrace, Brooklyn"
Bright  1BR Near 7th Ave F Train!,194,Entire home/apt,23 reviews,"Park Slope, Brooklyn"
Private Bedroom,76,Private room,10 reviews,"Bushwick, Brooklyn"
Greenpoint Haven,110,Private room,16 reviews,"Greenpoint, Brooklyn"
Beautiful Prime Williamsburg Apt,192,Entire home/apt,58 reviews,"Williamsburg, Brooklyn"
Minutes to Manhattan. Private Bath!,136,Private room,18 reviews,"Clinton Hill, Brooklyn"
Lovely Room - Lorimer L Train,116,Private room,15 reviews,"Williamsburg, Brooklyn"
Chic 1 Bedroom - Prospect Park,187,Entire home/apt,26 reviews,"Windsor Terrace, Brooklyn"
Bright  1BR Near 7th Ave F Train!,194,Entire home/apt,23 reviews,"Park Slope, Brooklyn"
Private Bedroom,76,Private room,10 reviews,"Bushwick, Brooklyn"
Greenpoint Haven,110,Private room,16 reviews,"Greenpoint, Brooklyn"
Beautiful Prime Williamsburg Apt,192,Entire home/apt,58 reviews,"Williamsburg, Brooklyn"
Minutes to Manhattan. Private Bath!,136,Private room,18 reviews,"Clinton Hill, Brooklyn"
Lovely Room - Lorimer L Train,116,Private room,15 reviews,"Williamsburg, Brooklyn"
Historic Townhouse in Williamsburg,614,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
wonderful 2 bed loft w city views,388,Entire home/apt,33 reviews,"Williamsburg, Brooklyn"
Brooklyn Heights One Bed - Doorman,226,Entire home/apt,3 reviews,"Brooklyn Heights, Brooklyn"
"Sun-lit, Private Room",78,Private room,2 reviews,"Crown Heights, Brooklyn"
1BD brownstone apt in Fort Greene!,155,Entire home/apt,17 reviews,"Fort Greene, Brooklyn"
Wooden Fairy Room 5 mins from L,78,Private room,6 reviews,"Williamsburg, Brooklyn"
SUNNY ROOM A PRIME CHIC WILLYBURG!!,129,Private room,17 reviews,"Williamsburg, Brooklyn"
Modern 1br loft apt in Williamsburg,226,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
Charming BR in brownstone farmhouse,120,Private room,46 reviews,"Bedford-Stuyvesant, Brooklyn"
Charming Historic Brooklyn Apt,194,Entire home/apt,1 review,"Brooklyn Heights, Brooklyn"
**SUPERB SPACE IN DUMBO BROOKLYN**,128,Private room,55 reviews,"DUMBO, Brooklyn"
"Dream Come True! Williamsburg, BK",123,Private room,86 reviews,"Williamsburg, Brooklyn"
Carroll Gardens Guest Apartment,355,Entire home/apt,2 reviews,"Carroll Gardens, Brooklyn"
NYC-Brooklyn #1 18 min to Manhattan,50,Private room,70 reviews,"Bedford-Stuyvesant, Brooklyn"
Gorgeous 2BR in Park Slope,245,Entire home/apt,0 reviews,"Park Slope, Brooklyn"
BKLYN BROWNSTONE: The Stuyvesant,142,Entire home/apt,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful  brownstone room,103,Private room,1 review,"Crown Heights, Brooklyn"
Beautiful Private Apt- Williamsburg,129,Private room,6 reviews,"Greenpoint, Brooklyn"
Landmark Brooklyn Garden Apartment,194,Entire home/apt,10 reviews,"Fort Greene, Brooklyn"
Perfect For The Holidays!,174,Entire home/apt,2 reviews,"Crown Heights, Brooklyn"
Modern 2bdrm with private terrace!,355,Entire home/apt,0 reviews,"Boerum Hill, Brooklyn"
Charming Park Slope Apt W/Garden,213,Entire home/apt,26 reviews,"Park Slope, Brooklyn"
LOCATION! & garden window (*for 1*),65,Private room,31 reviews,"Prospect Heights, Brooklyn"
Historic Brownstone Parlor & Garden,110,Private room,5 reviews,"Bedford-Stuyvesant, Brooklyn"
"Private room and bathroom, Bushwick",129,Private room,7 reviews,"Bedford-Stuyvesant, Brooklyn"
"Abundant Light in Calm, Large Space",149,Private room,0 reviews,"Fort Greene, Brooklyn"
1400ft 2BR Loft BedfordWilliamsburg,310,Entire home/apt,13 reviews,"Williamsburg, Brooklyn"
Lovely garden bedroom in Greenpoint,128,Private room,22 reviews,"Greenpoint, Brooklyn"
Spacious 2 BD in Quiet NBRHD,194,Entire home/apt,1 review,"Bedford-Stuyvesant, Brooklyn"
